timestamp,open,high,low,close,volume
2020-09-11,140.1900,140.9300,138.5800,139.2100,623065
2020-09-10,140.4900,141.9500,138.5800,138.6700,1055248
2020-09-09,139.1600,141.4400,139.1100,140.2000,965040
2020-09-08,138.5300,140.4100,137.5000,138.2800,762282
2020-09-04,141.4700,142.0400,137.1100,139.8000,557806
2020-09-03,143.0000,143.4000,139.7700,140.5200,1347254
2020-09-02,140.6000,143.3300,139.3300,142.9700,781051
2020-09-01,140.1800,140.7900,139.2300,140.4800,658957
2020-08-31,141.7700,142.2100,140.3500,140.8800,751352
2020-08-28,140.9100,141.8100,139.4640,141.6700,736664
2020-08-27,137.7500,141.2900,136.6900,140.5300,1305822
2020-08-26,137.0800,137.7300,135.8300,136.8300,878905
2020-08-25,138.2700,138.9000,136.8300,137.6000,556112
2020-08-24,137.1200,139.4100,136.1000,136.8100,727373
2020-08-21,136.7800,136.9200,134.5700,136.1600,909983
2020-08-20,136.2800,137.7400,136.0416,136.8000,1219105
2020-08-19,139.3700,139.7500,136.7700,137.2500,694213
2020-08-18,138.9000,140.0000,138.6000,138.8000,681570
2020-08-17,137.7400,140.4800,137.5000,138.5800,733265
2020-08-14,137.1400,138.1000,136.2650,137.3200,632882
2020-08-13,137.5700,138.7100,136.5350,137.9100,638407
2020-08-12,139.6600,139.9700,137.6400,138.5800,819018
2020-08-11,139.4100,140.3500,136.2200,138.2100,884929
2020-08-10,139.4100,139.5000,137.8400,138.3800,1037516
2020-08-07,132.7800,139.4700,132.7100,139.3800,1683754
2020-08-06,132.8500,133.5700,131.7900,132.9900,958798
2020-08-05,133.7000,135.8800,131.6300,133.6300,1169232
2020-08-04,130.0000,134.3000,129.5300,130.6400,2248641
2020-08-03,135.5000,138.4000,134.8700,135.7200,1623687
2020-07-31,137.4300,137.6300,133.3600,134.8600,1303615
2020-07-30,137.2000,138.8650,135.0650,138.3000,987296
2020-07-29,134.9300,139.8500,134.7750,139.5800,1111033
2020-07-28,135.0500,136.0600,133.2300,134.1600,1173063
2020-07-27,133.0400,134.9200,130.9300,134.2400,963860
2020-07-24,132.6500,134.2100,131.7800,134.1100,745394
2020-07-23,133.1700,134.0850,131.6600,132.7700,735473
2020-07-22,132.2300,134.6400,131.8400,133.0900,972474
2020-07-21,132.4500,133.5500,132.0000,132.5300,952780
2020-07-20,134.2900,135.3900,130.2900,130.6800,1289742
2020-07-17,131.1100,136.0000,130.8800,135.1400,1639400
2020-07-16,131.3000,131.3200,129.1000,130.5600,1359700
2020-07-15,126.4800,132.5500,125.5500,131.7200,2021900
2020-07-14,121.0400,124.2100,120.6700,124.1700,1334900
2020-07-13,119.8700,124.2100,119.8600,120.8700,1459800
2020-07-10,117.1900,119.5000,115.5900,119.4300,845100
2020-07-09,118.4500,119.3500,115.0500,117.6400,1546100
2020-07-08,116.8000,119.4300,115.8000,118.9200,1936200
2020-07-07,117.2300,119.6100,116.4800,117.0000,1123200
2020-07-06,121.8800,122.6000,117.1500,118.0700,1516900
2020-07-02,121.4600,122.9900,120.1900,120.6100,1464000
2020-07-01,119.8000,120.9800,117.4400,119.3400,2040200
2020-06-30,116.7000,120.7800,115.9700,119.3600,1917600
2020-06-29,116.4800,117.7800,115.5100,116.9000,1759600
2020-06-26,115.2200,117.4600,113.9600,115.4300,3381596
2020-06-25,118.0300,118.0300,112.0000,115.3000,3492342
2020-06-24,124.7200,124.7200,115.5000,118.2200,2928755
2020-06-23,126.2900,128.4800,125.8700,125.9600,929953
2020-06-22,125.4200,125.6500,122.6950,124.6000,918757
2020-06-19,129.7800,130.6300,125.7150,126.2200,1562269
2020-06-18,127.3800,128.8000,126.6200,127.4400,865748
2020-06-17,131.5200,131.5200,127.5100,128.0700,1056721
2020-06-16,130.9100,132.7300,128.0000,131.0600,1639056
2020-06-15,121.9600,128.1900,121.0193,127.1300,1498170
2020-06-12,125.0100,126.0800,121.0850,125.1900,1853704
2020-06-11,130.0000,130.1000,120.8300,121.1400,1937326
2020-06-10,135.0900,137.4700,133.1700,134.2900,1981298
2020-06-09,134.8700,136.8000,132.0572,134.1400,1658473
2020-06-08,137.4000,139.4300,135.7000,136.5000,1330916
2020-06-05,134.0900,139.3400,133.5000,137.4000,1879922
2020-06-04,129.4500,132.1200,128.9800,129.5100,1150384
2020-06-03,129.0900,134.1000,128.3800,130.3700,1382410
2020-06-02,128.6000,129.0700,127.3900,128.4800,1031889
2020-06-01,125.9800,128.6450,125.8600,127.8800,612037
2020-05-29,128.5200,128.5200,123.5400,126.3400,1345849
2020-05-28,129.4900,130.3800,127.7249,127.9900,958968
2020-05-27,128.3100,129.9700,127.0000,128.3400,1494254
2020-05-26,127.7000,129.5200,126.3900,126.7400,1967487
2020-05-22,122.0000,123.6000,121.1650,123.4000,1027415
2020-05-21,125.4200,125.9700,120.6500,122.0000,2490156
2020-05-20,125.3000,127.2000,124.8700,126.6000,1403045
2020-05-19,122.5300,125.5000,122.2800,123.9500,1518966
2020-05-18,117.0000,123.7650,116.2900,122.6700,2375856
2020-05-15,111.1400,112.9200,110.5300,112.3900,855064
2020-05-14,109.1800,112.6300,108.7800,112.1000,1611616
2020-05-13,113.0000,113.5400,109.3800,111.0700,1913897
2020-05-12,119.0000,120.2400,113.5100,113.5900,1351213
2020-05-11,122.4100,124.5700,116.6650,117.9900,1901235
2020-05-08,120.9900,121.8600,119.5000,121.8600,1465190
2020-05-07,117.8400,120.6300,117.0000,119.4000,1520295
2020-05-06,118.8000,119.8100,115.6100,115.8800,820789
2020-05-05,115.5500,120.0650,115.5400,118.0200,1071941
2020-05-04,115.4100,115.8800,113.3000,114.0700,1353853
2020-05-01,117.6000,118.3400,115.6000,116.2500,1507282
2020-04-30,120.0000,123.1000,118.1300,119.7000,1713632
2020-04-29,116.7700,123.0118,116.6550,120.8600,1383254
2020-04-28,118.8000,119.5000,114.5300,114.7400,1210141
2020-04-27,117.2000,118.5400,116.4100,117.4900,1468919
2020-04-24,114.5100,117.0900,113.1100,116.4500,1475924
2020-04-23,109.8400,113.9000,109.6100,112.9900,3186328
2020-04-22,113.4900,114.2300,109.0700,109.2600,1602487
2020-04-21,113.5300,115.7900,111.5800,112.1400,1502614
2020-04-20,116.4600,119.0200,115.3900,117.0000,1097050
2020-04-17,113.8600,118.7100,113.5000,118.5800,1908236
2020-04-16,110.9400,112.0000,107.2100,109.3200,1444646
2020-04-15,109.0900,112.4200,108.6800,110.1200,1599536
2020-04-14,109.9000,114.6600,109.2250,113.5900,2304914
2020-04-13,108.4000,109.0000,104.1400,108.0200,1132704
2020-04-09,111.9600,114.7600,108.2750,110.3600,2058242
2020-04-08,103.2400,112.0000,102.6850,111.2800,2937222
2020-04-07,103.0900,108.4500,100.9000,101.9100,3021372
2020-04-06,100.0000,100.6100,95.4300,97.9400,2592316
2020-04-03,92.1900,92.8800,89.2100,92.0100,2557740
2020-04-02,88.0000,94.9800,88.0000,92.7100,1633663
2020-04-01,97.0500,97.0500,88.4800,89.6300,1713834
2020-03-31,98.1500,102.0400,96.0000,101.0800,1923741
2020-03-30,94.9900,98.8200,91.5850,98.2800,2024774
2020-03-27,97.3700,98.4207,92.4700,94.9400,1822070
2020-03-26,98.2400,104.8400,96.5100,100.8500,2254072
2020-03-25,92.8400,101.9700,92.0800,96.8300,2313482
2020-03-24,85.6300,93.9300,85.0000,93.4000,2339346
2020-03-23,84.7100,85.1800,78.7000,80.8100,2487070
2020-03-20,90.5700,93.1600,83.7300,85.9800,3012701
2020-03-19,80.6100,91.3300,76.6600,89.1400,3113839
2020-03-18,82.3100,83.7200,74.3700,80.6300,3902843
2020-03-17,93.8200,94.0000,83.7000,86.1600,3774450
2020-03-16,83.6500,95.0950,79.0300,92.0000,4817965
2020-03-13,106.5000,108.1000,93.9400,97.8000,4476177
2020-03-12,103.6200,106.8300,99.2600,102.0300,3307426
2020-03-11,114.7400,116.6400,108.8207,111.1900,2328931
2020-03-10,115.0000,118.6400,110.0900,118.3100,2649880
2020-03-09,115.0000,119.0000,111.0200,111.2600,2380015
2020-03-06,125.2600,125.9500,121.7500,124.1000,2800644
2020-03-05,135.2800,135.8600,127.4300,129.1900,2104085
2020-03-04,136.4800,139.2500,134.0800,138.0700,2008977
2020-03-03,138.9700,142.4500,130.4100,133.8600,1933281
2020-03-02,136.7800,139.2800,134.7500,139.2500,1712362
2020-02-28,136.1400,137.4400,132.5100,136.1500,2473552
2020-02-27,143.1500,145.7100,139.8900,139.9500,2046383
2020-02-26,150.9000,152.7000,146.5100,146.5600,1273097
2020-02-25,153.5100,154.5700,149.5300,149.7300,2300037
2020-02-24,153.5800,155.1000,153.0000,154.3300,1915518
2020-02-21,158.5600,159.1000,155.9800,157.3900,1020381
2020-02-20,160.0000,160.0250,157.3000,158.3900,950927
2020-02-19,159.6900,161.1100,158.6100,160.0200,961245
2020-02-18,159.9500,160.0900,157.8400,159.2500,771367
2020-02-14,158.6200,160.4300,157.6000,160.4000,621681
2020-02-13,159.0000,159.8300,157.3900,158.7300,743162
2020-02-12,159.2000,159.6900,158.2200,158.7000,743656
2020-02-11,158.8000,159.6400,157.8300,159.2900,886811
2020-02-10,155.4800,158.5700,155.1500,158.2200,1079949
2020-02-07,158.2800,158.7300,156.1200,156.3900,889335
2020-02-06,158.0100,159.7900,157.1600,159.0100,1185696
2020-02-05,156.8200,159.1900,155.4300,157.7000,1364147
2020-02-04,152.9000,159.5900,152.4400,156.7700,3068347
2020-02-03,148.7800,150.2400,148.4200,148.5100,1905678
2020-01-31,150.2200,151.5900,146.7800,147.9000,1407669
2020-01-30,149.3200,151.2300,148.1000,151.1800,720189
2020-01-29,149.7500,152.4300,149.4300,150.7500,1197402
2020-01-28,148.1400,149.9000,148.1400,149.2000,829220
2020-01-27,146.0500,148.6100,145.0300,148.0400,678673
2020-01-24,149.4800,149.4800,146.7200,147.8000,737851
2020-01-23,150.8700,150.9500,149.1500,149.5100,796692
2020-01-22,150.0000,151.6950,149.9602,150.9800,851478
2020-01-21,149.0600,150.1650,147.8600,149.4800,926558
2020-01-17,148.9400,149.9500,148.5800,149.3800,852286
2020-01-16,148.8600,149.2200,147.9000,148.7700,599893
2020-01-15,148.2400,149.5600,147.2450,148.1500,654676
2020-01-14,148.1200,149.1400,147.2814,148.3400,1009535
2020-01-13,149.6700,150.5400,148.9300,149.0200,635840
2020-01-10,149.6300,151.1600,148.7000,149.9900,1159737
2020-01-09,150.0500,150.3850,148.3100,148.6000,1007633
