Date,Open,High,Low,Close,Adj Close,Volume
2000-01-18,10.299160,10.598555,10.179402,10.538675,5.495072,2645000
2000-01-19,10.538675,10.778191,10.448857,10.688373,5.573131,3027900
2000-01-20,10.838070,10.838070,10.478797,10.598555,5.526296,1646900
2000-01-21,10.598555,10.658433,10.299160,10.388979,5.417018,3216400
2000-01-24,10.538675,10.538675,9.880009,9.999766,5.214077,2719200
2000-01-25,10.418918,10.418918,9.460856,9.490796,4.948687,4284400
2000-01-26,9.580614,9.850069,9.520736,9.730311,5.073575,2695500
2000-01-27,9.850069,9.850069,9.550674,9.640493,5.026743,2270300
2000-01-28,9.460856,9.760251,9.460856,9.580614,4.995520,2209600
2000-01-31,9.670432,9.670432,9.221341,9.520736,4.964300,2261600
2000-02-01,9.490796,9.580614,9.281220,9.490796,4.948687,1600700
2000-02-02,9.490796,9.640493,9.341099,9.400978,4.901855,2528100
2000-02-03,9.341099,9.460856,9.251281,9.341099,4.870635,1728000
2000-02-04,9.430917,9.490796,9.311159,9.341099,4.870635,1906300
2000-02-07,9.251281,9.371038,9.221341,9.311159,4.855023,1672000
2000-02-08,9.251281,9.371038,9.161463,9.251281,4.823801,1481500
2000-02-09,9.341099,9.341099,9.041704,9.101583,4.745747,4365600
2000-02-10,9.101583,9.341099,9.071644,9.071644,4.730135,2309800
2000-02-11,9.101583,9.191401,8.802189,8.862068,4.620857,4588600
2000-02-14,8.862068,8.892008,8.023765,8.263280,4.308639,9843800
2000-02-15,8.233340,8.622553,8.113583,8.592613,4.480359,12174200
2000-02-16,8.592613,8.742311,8.442916,8.682431,4.527193,3632400
2000-02-17,8.652493,8.742311,8.383038,8.442916,4.402303,1589200
2000-02-18,8.442916,8.472856,8.173462,8.263280,4.308639,2491200
2000-02-22,8.263280,8.383038,8.203401,8.263280,4.308639,1939800
2000-02-23,8.263280,8.263280,7.963886,8.053704,4.199362,2346700
2000-02-24,8.083643,8.083643,7.844128,7.874067,4.105692,2173000
2000-02-25,7.874067,7.874067,7.544734,7.544734,3.933973,3410700
2000-02-28,7.664491,7.724370,7.544734,7.604612,3.965195,4853200
2000-02-29,7.604612,7.814188,7.574673,7.694431,4.012028,3798200
